,UK_G,DE_F,UK_F,NL_E,DK_B,DE_C,UK_H,NL_D,NL_C,DE_E,DE_D,BE_B,UK_B,UK_C,UK_D,UK_E,DE_A,DK_A,DE_B,NL_B,BE_A,NL_A,NL4,DE2,BE2,DE3,DK1,NL2,NL3,DE1,NO1,UK4,DE4,NL1,UK1,UK2,BE1,UK3,UK_L,UK_K,UK_J,UK_I,UK_O,UK_N,UK_M,NO_D,NO_C,NO_B,NO_A,NL_G,NL_F,DK_C,DE_I,DE_H,DE_G
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3905.745720898235,4880.193404548413,8674.038099723886,7260.953225567893,1326.7804089213394,4300.320333181804,324.3594384334076,13805.567038723526,1173.8026505668543,25832.47056564491,25355.938386794252,7526.717165954568,3808.394638504713,14667.383038975033,169.96242334537928,5875.773167652701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3904.7621027050714,4865.479103101056,8670.567317372735,7239.0606803961,1326.8169460074312,4299.237345804127,324.2777521518198,13763.941787791842,1172.8331044746915,26385.013026219076,25279.48753946591,7524.821646771223,3889.854123343743,14981.110364975246,169.89441550721625,6001.452752018441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3898.3953158194104,4839.154356923988,8660.125525780539,7199.893636219431,1326.853483093523,4292.22735973285,323.74901127455064,13689.471778511848,1172.7187391094792,26403.82563163142,25142.7125006956,7512.552285791609,3892.627602767889,14991.791948405014,169.68981504516228,6005.731808557559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3881.165791410206,4755.993234813547,8626.213077439314,7076.163085445178,1326.8900201796148,4273.257237394494,322.31815548894696,13454.21748608132,1171.2804307047977,26157.051481410537,24710.633664138888,7479.3494696333255,3856.246516095032,14851.676392047004,169.0253215491246,5949.601330187189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3838.7070930368477,4557.74667071903,8546.717622155971,6781.203662796427,1326.9265572657068,4226.509185426227,318.7920991234986,12893.398271774644,1167.1958543810297,25460.695294326197,23680.60734184411,7397.527805672737,3753.585055099949,14456.293267480141,167.46765716379852,5791.210324232046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3765.5292446054273,4236.098970365014,8419.63138427891,6302.642935017628,1326.9630943517986,4145.9386076069,312.7149175763287,11983.489888645814,1160.6299692119467,23351.70076061196,22009.427821616635,7256.507624812185,3442.6630527145167,13258.830153199844,164.97748076439808,5311.505006831833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3715.9056427391984,3990.2555734399984,8326.374038172153,5936.866979453333,1326.9996314378902,4091.3018239142884,308.5938393534813,11288.024111795135,1154.2592833773099,19046.399426963733,20732.10343946795,7160.878558638071,2807.946892889726,10814.329012731709,163.15016062159543,4332.234596337201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3698.449634030888,3931.521821898893,8282.326167967054,5849.48047909361,1327.036168523982,4072.082336894718,307.14417478581095,11121.872347485809,1153.6594782291816,16193.36590936122,20426.94147930597,7127.239287220352,2387.333714436641,9194.4090240736,162.28706978925294,3683.292492772506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3611.83066065508,3815.311800688154,8056.453440606696,5676.578411817547,1327.0727056100739,3976.712756009238,299.95075166778116,10793.126106219825,1154.261257764673,12417.391815723839,19823.151036287614,6960.3168707617815,1830.6544972166644,7050.453871356546,157.86123309492038,2824.4212049966923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3618.795239616909,3850.8400983478405,8066.554199325446,5729.438879857728,1327.1092427074923,3984.3809255885717,300.529137226497,10893.632019500921,1154.802072276803,12815.732029271236,20007.744811937384,6973.738229900744,1889.3804611046198,7276.626914971546,158.059151228289,2915.0264273044495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3632.6260866834828,3926.348154239185,8088.560009255881,5841.782882755162,1327.1457798049107,3999.6090221201184,301.67774394801717,11107.23657185331,1156.3759834290624,13081.432114777288,20400.06074169196,7000.391494469061,1928.5517350453022,7427.488402172408,158.4903414928987,2975.4617398732653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.3780611551047,4088.7578582411957,8136.916717048592,6083.422745437211,1327.1823169023291,4030.164616015466,303.98245487860055,11566.676981376686,1159.340872164653,13817.999469362438,21243.890095720097,7053.872001796264,2037.1413938226665,7845.702970393875,159.43786133855343,3142.9990525450203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3737.532651576527,4553.320754074647,8268.017765493281,6774.618601289403,1327.2188539997471,4115.113682774285,310.3898918727059,12880.87780713796,1171.5983013994971,15632.019599768673,23657.611681541905,7202.555715907473,2304.576307615483,8875.682972711762,162.0067054732695,3555.6104123736113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3805.6072054275487,4958.983512800289,8383.464096051266,7378.180401466517,1327.2553910971656,4190.065410054294,316.0432614560295,14028.456180872228,1186.2939571667341,20233.915392507362,25765.30682052506,7333.741397119037,2983.0183954323315,11488.587074393485,164.26880507236987,4602.343273274204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3797.7124220895666,4867.229846173695,8368.033990027654,7241.665508218818,1327.291928194584,4181.373062999356,315.3876254589497,13768.894460535173,1182.2001402857784,23840.412835954583,25288.583845657293,7318.527451942438,3514.712237587396,13536.315312298631,163.96646166759132,5422.6659308986555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3798.282694414954,4867.264435670564,8368.755428252716,7241.716971900285,1327.3284652920022,4182.000946597408,315.4349847148857,13768.992310677224,1180.3239221724664,23287.289884908896,25288.763561721546,7319.6264171100365,3433.167172981853,13222.258390409605,163.98059780437285,5296.854309981166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3783.501788228235,4780.5040212242275,8346.183974295462,7112.631245392273,1327.3650023894206,4165.726812037777,314.2074786832952,13523.55598906956,1177.767121523792,22643.57932527018,24837.983942810595,7291.14230465779,3338.2670805633893,12856.766854458316,163.53832409414716,5150.437914211029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3764.4009108707314,4684.573889953052,8316.944912286393,6969.902435621454,1327.4015394868388,4144.696284924201,312.62121314119526,13252.179478240414,1175.4132251039484,21813.990952432916,24339.56138117974,7254.333225991386,3215.9636445350507,12385.736009841134,162.96540271908827,4961.742330916858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3748.304584610346,4604.206585235234,8294.485456163336,6850.328641706409,1327.438076584257,4126.9738411059325,311.2844657644462,13024.82860891436,1173.730419605531,21013.769665531912,23921.998334428674,7223.314182809798,3097.9896996540633,11931.37946267727,162.5253235373038,4779.7264933759225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3736.516371624699,4551.576831238404,8276.018132879779,6772.0239208959665,1327.4746136816755,4113.994734011782,310.3054931386301,12875.944428144481,1171.9801596144052,20300.37235303691,23648.550811137487,7200.59725462877,2992.8159225998897,11526.320580881606,162.1634677347479,4617.45936619652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3729.7054810619024,4510.259321799508,8259.395441676312,6710.550024563667,1327.511150779094,4106.4957790702065,309.73987089999855,12759.061427995319,1170.9607279833415,19810.817129289106,23433.87812569596,7187.472066616621,2920.6424351808178,11248.356691706033,161.837756359379,4506.1066622237495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3733.154770137354,4534.7334967891165,8263.69531055149,6746.963712526993,1327.5476878765123,4110.293529616745,310.0263231033567,12828.29636102514,1171.1708517243937,19675.714592711705,23561.038183026016,7194.119151488436,2900.7247205881595,11171.647007725855,161.92200963630614,4475.376660720949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3737.324427430734,4560.192226389977,8267.086505389148,6784.842261488176,1327.5842249739305,4114.884422962716,310.3725995367926,12900.316498156968,1172.0704948835573,19867.143158490504,23693.313674108773,7202.154449577174,2928.9463930648985,11280.337970587663,161.98845800626003,4518.9184051107095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3748.7523599476926,4630.193566515601,8285.253736286666,6888.9931453251775,1327.620762071349,4127.466852562768,311.3216520452092,13098.343115914387,1174.0197816722637,20135.091113348208,24057.018453834113,7224.177085456036,2968.449062857369,11432.475772445245,162.34443368371475,4579.865011029778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3754.815288768791,4662.866061743034,8298.242228803721,6937.604632605145,1327.6572991687672,4134.142283569066,311.8251585016461,13190.770256765876,1175.2077410645295,20831.499421673063,24226.77438505551,7235.860885092441,3071.1182079124196,11827.888490859788,162.59893517868426,4738.2678723196905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3755.251539006866,4666.089765338837,8300.990685906907,6942.4009919052505,1327.6938362661854,4134.622605613359,311.86138766051874,13199.889783886125,1174.6655684259433,21255.469759474367,24243.52372734106,7236.701577853877,3133.622735199672,12068.614027578893,162.65278949939943,4834.702842734273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3749.1418457766335,4630.579291834275,8292.406619128606,6889.567043378931,1327.7303733636038,4127.895685863594,311.3539975724864,13099.434293313327,1174.4351878858433,21329.038347232425,24059.022560352805,7224.927659068368,3144.4687057570827,12110.385435139071,162.48459000857116,4851.436524200489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3736.3517950497085,4550.614828889179,8273.448152442012,6770.592614084622,1327.7669104610222,4113.813531229427,310.2918255910584,12873.223022080685,1172.949472419776,21186.511536760267,23643.55255179142,7200.280101024667,3123.456455323428,12029.460332864932,162.11311055414396,4819.01782051842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3706.2095155774864,4364.393005592033,8224.059502633176,6493.524097234383,1327.8034475584407,4080.6261538204767,307.7886076292746,12346.420567242325,1169.0811536458134,20668.30757530072,22676.002972014907,7142.193264723302,3047.0593804304417,11735.230016189385,161.1453704415506,4701.148764038598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3655.6930135277717,4069.063132441752,8145.289449901562,6054.120119298079,1327.8399846558586,4025.006265469002,303.59337695954804,11510.96262032696,1162.3888024524406,19080.131938404847,21141.562541764946,7044.843500987498,2812.9199641021432,10833.481949146215,159.60191987154045,4339.907288157348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
