,BE1,BE2,DE1,DE2,DE3,DE4,DK1,NL1,NL2,NL3,NL4,UK1,UK2,UK3,UK4,NO1
0,0.0,0.010828034596672597,0.005821052058968711,0.001350354388534398,0.12114456668114952,0.10023641011115916,0.3313126475948246,0.0,0.039310031149411936,0.014507665759319867,0.011384013347346044,0.052085439787688884,0.14080734973274,0.0957861586387398,0.19080727760465793,0.49063502977916545
1,0.0,0.006543856672615809,0.0072133956416440695,0.0007033095773616656,0.11600103607754532,0.09004123176237812,0.3390683045007017,0.0,0.03068996885058808,0.010572000106130913,0.00811736871569695,0.0361459872112244,0.14115908907757296,0.09037907047780551,0.18154061928960225,0.5143649164992253
2,0.0,0.001213676911870548,0.003914619117623903,0.0005907800449837991,0.11923215330553522,0.08137954405692906,0.3322825237913981,0.0,0.03686321911882295,0.011968672225643783,0.005771801946988043,0.027790023123036956,0.12779037763243997,0.07981234771904153,0.15859599948557881,0.5373105824503545
3,0.0,0.0,0.0035040573885547445,0.000900236259022932,0.10765360842031188,0.07875082111847666,0.2977665762749441,0.011892229261987347,0.06403646938705781,0.02249433461213833,0.009511446865260816,0.00953240351058071,0.10812736580370476,0.07257062104328,0.13101092548559232,0.5475710456947083
4,0.0,0.0,0.0051605869962982765,0.0021943258813683967,0.08188077038283341,0.07360297945016508,0.25406975942128546,0.03001372147072997,0.06637993770117616,0.019461747739208154,0.016278011794998538,0.00406694901397498,0.08845641511581535,0.06724590792668549,0.1061660788754279,0.5495680174471352
5,0.0,0.0,0.011522519402204228,0.002700708777068796,0.06658287945676535,0.06602536597885952,0.23306122878897384,0.04303854399576373,0.08865653168588165,0.024601180597641905,0.024219173149915237,0.0021349690243567415,0.07617688919399021,0.06280158475555685,0.08661744804873973,0.5537072881732434
6,0.006000000000000001,0.0,0.016843764793970387,0.0018286049011403307,0.05303597739051605,0.06176839585586981,0.22663653164637074,0.0678230025197384,0.131969595057645,0.03901617091768904,0.04225116616356184,0.0016688005301464916,0.07646371522656135,0.06219522619490308,0.07241315901491516,0.5582184913900864
7,0.019,0.00424858569224382,0.021447414357198522,0.0159283686421174,0.04574806967189578,0.06564157226353336,0.23407058812045317,0.09718485872954011,0.16583281417646792,0.052134718593218644,0.06484258138177877,0.010736820540528252,0.08380263429475497,0.06501044113046725,0.07981472570706041,0.5645128469652545
8,0.019,0.014619163115156864,0.023089661273475157,0.04846548472120513,0.04373497771039154,0.0694175849085748,0.23213004850080748,0.10685892609907598,0.1544863136399982,0.055386653838888536,0.07251092775267298,0.010834935763276635,0.08239070483822498,0.06537099558849134,0.0884712054566446,0.5691845884961779
9,0.016,0.01733152251928659,0.016024415730498075,0.04621229327335494,0.043000189566133405,0.08299037883690233,0.215326169102585,0.10107446757510127,0.12669300107293946,0.05409699534348248,0.05700738598418121,0.015527302169530827,0.088958590221725,0.06830923242382161,0.10639502554221413,0.583944427955189
10,0.0,0.0038987304061265035,0.0037379036360231186,0.025549881870488535,0.04397918689988566,0.0678340143625548,0.22460874938290756,0.06227890799682279,0.10403950160940922,0.0496862364970404,0.022755547336729125,0.0010612614211400258,0.08148227890823981,0.05086417425154663,0.09682956311809562,0.5963681264582044
11,0.0,0.0007107567046561125,0.0028293096344174126,0.0038874704676221334,0.02926963450035532,0.08092142451543127,0.18796532285569637,0.06171261136529959,0.08445287647529177,0.03223694094334869,0.012136780923970506,0.0008650309756432587,0.0842520335456081,0.057942532010947276,0.125816521690002,0.605415286912854
12,0.0,0.0024583923738707544,0.006172708627504275,0.0019437352338110667,0.039388206998436585,0.06014711502079362,0.17885962275318307,0.06851927199788188,0.07276290762470371,0.028740781094678897,0.019989375089323153,0.0015338315057897502,0.079080128540731,0.06836046775170787,0.13645102673316298,0.6050613548446307
13,0.001,0.007126050436057864,0.009266204286989859,0.0029156028507166002,0.0366544551055306,0.05329460684186764,0.18825482823063736,0.06862704273589453,0.07558965735646882,0.03615594232853685,0.034725658188238334,0.013804483552107755,0.07420202746357728,0.08127253872682359,0.12070249695479628,0.6073424878924019
14,0.011,0.018458276848348887,0.01222976799420226,0.009718676169055333,0.014923243094474011,0.03563052187926097,0.16086398021542406,0.07939777978913924,0.10379634478941012,0.06241089748113125,0.05088724603602615,0.02837588285711038,0.0784789446801233,0.08655848858789973,0.13503376278304902,0.6122789951347437
15,0.03,0.04372579469178835,0.03180893042776271,0.023324822805732802,0.013675268205644945,0.030313999041070655,0.1642568224205499,0.11045852589351055,0.15134953275882115,0.09658789918159065,0.09809622204728265,0.06365400749027464,0.08074874763798394,0.08715353366187997,0.13898171981593205,0.6153091416666832
16,0.061000000000000006,0.08601573727595248,0.07899132608920954,0.030156028507165998,0.022703145325284065,0.03028285463765426,0.16262650526714273,0.17808556862940506,0.22652278302705606,0.14637772327007317,0.15816349210284655,0.12081068027756563,0.08966851961793004,0.0911912445822992,0.14730198008114614,0.6165700452012016
17,0.09,0.11653574265172816,0.11320671032302843,0.025521749487394066,0.03670003657122763,0.03262891104338805,0.17117478628144142,0.25308556862940507,0.27483281417646793,0.20177704351906653,0.19544466411732148,0.18802838523301382,0.10570558803524431,0.10029142538972968,0.17233357116655132,0.6190745424977927
18,0.103,0.1355849434134173,0.12947730812970967,0.019112529532377864,0.053096344014347964,0.03672211591474975,0.17350346967053376,0.3015551955772194,0.3097993770117615,0.2354713248127172,0.2095698348715997,0.2729074181317622,0.12181030380778692,0.10711690552025588,0.19848520576308643,0.6298468968790633
19,0.11599999999999999,0.1556389890753991,0.13023583483964318,0.021365720980228063,0.06040110939380742,0.0372128958563025,0.17256876504018653,0.34933703368476793,0.3331124403835249,0.25280360544073227,0.20518191444085881,0.36400530410152776,0.14489124191288674,0.11575584907913342,0.21959595645194144,0.639798477645199
20,0.11799999999999998,0.17953390366091773,0.12534786391194788,0.019534515278794864,0.06676266526389725,0.041361214924323673,0.15756367212157665,0.38272109200317717,0.324045566054112,0.21618713155097088,0.17972485336790714,0.4268924991967259,0.1721819878124853,0.12063062413132282,0.2282506170974425,0.6400359036452562
21,0.136,0.19352856401923965,0.12325645791355358,0.024196926681661266,0.07668110640768418,0.047371737916069134,0.14986669618494913,0.40359959979443455,0.2946656283529358,0.1801642796118257,0.16726122926025036,0.46626626629967877,0.20767473129463532,0.12441093577278331,0.2302349501361883,0.6421554822637936
22,0.17000000000000004,0.15101442851399344,0.1142480278700188,0.0552404256564494,0.091502167285771,0.052192293916445975,0.16149661283176614,0.3700555052715189,0.2681853791576405,0.17393480233448283,0.12865536024963892,0.30971307603809506,0.2352157239277175,0.15326748642625923,0.27776461070698494,0.6641256280914383
23,0.184,0.1589706848818769,0.111140493386322,0.043606146636677466,0.11528809728475371,0.05884950140657836,0.18642850572479341,0.3476466244280759,0.24931912781646615,0.1643407842138116,0.13608895646083718,0.3017490880962794,0.26232484999992245,0.1738395949438137,0.28290008381051057,0.6803540429424788
24,0.179,0.16292150507567302,0.1009354563890431,0.027281323830944663,0.1303066481422235,0.06659804405746333,0.23509903604579888,0.33697255705854007,0.24711244038352484,0.15878276395879284,0.14367408844590746,0.31332653199291927,0.30771116160487055,0.2035203123732953,0.30838879598910124,0.6868313909669992
25,0.175,0.17070858941071207,0.09346567423301505,0.023956501025211862,0.15971774074347875,0.06670008826373394,0.26870600582974974,0.3460084806378776,0.2591823469352891,0.17018537496373623,0.15083837024040855,0.3179896449302308,0.3509496706545155,0.22044253024215713,0.32127683171138033,0.6949478078048221
26,0.193,0.21367435273930827,0.1070447652674059,0.027659810602573533,0.1758614609132163,0.06997127370604551,0.30271500077709185,0.40105550527151895,0.3157689720694066,0.21578466120259568,0.17780445430563244,0.3738558746481003,0.41208003786493647,0.23504600387648825,0.35885908082706575,0.7011948848238171
27,0.20600000000000004,0.2511789955471644,0.14066269752210095,0.02864444401087986,0.1628755891260727,0.08298495395413763,0.31429144608987747,0.4338510648497974,0.3483890343682303,0.26498529942586196,0.21843330327074725,0.3938991300401481,0.4637369675824176,0.2013470846814067,0.40527918598610246,0.7018483264197553
28,0.26,0.27008041208040645,0.16835984274481466,0.03389763545873006,0.1675148799412016,0.10089433935977733,0.3236559767378414,0.42491181095416874,0.36880240923411295,0.3003329245432847,0.24939486010316875,0.4479062456281921,0.5303453941174303,0.20474080697173958,0.466039166519999,0.6950161453987703
29,0.323,0.2762342729782003,0.17890050889424308,0.0522070916727692,0.1958304752133276,0.11653031547142143,0.3287324908285423,0.4145995997944345,0.3772856906517597,0.2946632859469521,0.26155577546706626,0.5348349355094278,0.5920647026626789,0.22371497466683385,0.5331080366145584,0.6870978734851576
30,0.3400000000000001,0.30151793525192344,0.17877283907114727,0.07717895928967472,0.22486419053500595,0.11925788837767963,0.32970381438800467,0.42127366716397047,0.37083584639881934,0.2779884359041639,0.2663717551396836,0.5869696752808017,0.6326780242944835,0.2507665883325077,0.5870447122433262,0.6815068698961252
31,0.3940000000000001,0.35086873409128705,0.18166530458745045,0.09461631162778539,0.2427853611267757,0.12454786206664065,0.31104856679912324,0.4604173614813207,0.38186928356352584,0.2511141431716438,0.2671606295298187,0.6150950297254987,0.6762513948112094,0.304410981273918,0.6329023583151712,0.6736542133238217
32,0.4159999999999999,0.4075272202776676,0.1933139632853402,0.11102553158280158,0.2647683137259963,0.12782536016792284,0.2973390537156296,0.5193206917976118,0.3803130633717634,0.23969832073604153,0.28724805916291674,0.628644139015782,0.7032918919057306,0.3542643745145299,0.6782127909439366,0.6731852941492484
33,0.43100000000000005,0.431812443748522,0.20417608902404358,0.16566241140286642,0.2952691538750266,0.14009172687256852,0.28951564693128623,0.562886988429135,0.4292461890423505,0.2480400285583912,0.2996106067499481,0.6595124600998078,0.7563707253977933,0.4268118537140674,0.750334629519608,0.6818289688924745
34,0.391,0.3955573594860789,0.2900812056354869,0.32267257639397434,0.23619436797914295,0.19036140878557303,0.2942729837210738,0.5824088808434431,0.45782068528706243,0.3747852804769535,0.402504525290394,0.6294945818165351,0.8219706430892654,0.550953968141311,0.8219516955115576,0.6993877721044972
35,0.405,0.37815054931071546,0.2527519923402438,0.2479257678418245,0.1671487865134459,0.20791343853906008,0.2867275914763756,0.5291051503215864,0.4348024092341129,0.37082710332885005,0.29009933482777706,0.6957650552365277,0.8042740351328117,0.572389375618048,0.8215120842639859,0.6839833396385523
36,0.399,0.4621976408042669,0.3218420362040205,0.15685413648394192,0.167320573368956,0.22060087926908803,0.31807339001140844,0.5753677164312532,0.5053616616482268,0.3856982432897972,0.3195434372574457,0.7393553285527024,0.7796745574826771,0.5863989432913448,0.86908344675763,0.6924389548878325
37,0.414,0.4506275558656563,0.28440140823435406,0.20419432588136838,0.1914854859448816,0.22471127032835286,0.36345119464318204,0.5981854781181392,0.4886352234105809,0.4071789255715816,0.3638260925770785,0.7760229303406228,0.7903907276117342,0.5875184763665198,0.8960511875544821,0.6776095588818327
38,0.5180000000000001,0.4655370950820249,0.2921492427715755,0.3040127657914008,0.22277575739920838,0.2433908340562551,0.37914918797213426,0.5755832579072784,0.4616990655176423,0.40571024802520356,0.34529094997192983,0.8443849390204473,0.8233251778142452,0.6255328720863836,0.9096465634326921,0.6686339647945247
39,0.618,0.5469298665082396,0.39156917626816184,0.40269054378596086,0.26667310780367615,0.29051414076930776,0.434891381560843,0.7267654962203924,0.5027993770117616,0.47695316052329156,0.4303708422393283,0.8219572571880359,0.871637145545066,0.6832131936548131,0.9097118232329866,0.6704514805763495
40,0.7259999999999999,0.648577112548141,0.4960399298179192,0.49364964561146557,0.2980406914419385,0.35609484686855486,0.5139094372005673,0.8156936490617174,0.6411094081611735,0.6480978103026254,0.5550401314836761,0.7888526635095348,0.8881815361680728,0.7124544937067654,0.9482783561469117,0.6826701475333898
41,0.794,0.6756597191677498,0.5989030983495216,0.5906803787948528,0.3394798507289663,0.4216311692516304,0.5837251992855259,0.8567073705324473,0.8131154726058762,0.7966784559044496,0.6352405710364804,0.8322938118937722,0.9125606676075503,0.7485998015290755,0.9693950713680217,0.6957497429382118
42,0.8089999999999999,0.6670591504930229,0.6779395049725624,0.6676548472120514,0.37626436517052325,0.4535999615289051,0.6589994083052264,0.8508647863205274,0.8844650053646975,0.8652639811280884,0.6650027271413671,0.8687918605943604,0.933008669480581,0.7779975649132141,0.976913222378055,0.7101968705750791
43,0.783,0.6684393012749505,0.7210964717803591,0.7143607575897059,0.4068824635794641,0.46604966226341565,0.7536365664747129,0.8400940492672827,0.9006382556329323,0.8988437490215759,0.6999186225324109,0.877994849629099,0.9319628653742837,0.7986953538144895,0.9790575705838667,0.7154298850812542
44,0.731,0.6572041755496459,0.7153005670536555,0.7117137127785331,0.44516933504673223,0.48477358083233363,0.8180886436397506,0.828903330316291,0.9157051299623451,0.9067183157955622,0.7279547552131161,0.8494555860221131,0.9186252267986535,0.8108930688542442,0.9758682084577477,0.7219271265194577
45,0.678,0.6454920033991834,0.6905512019890238,0.6744732871220838,0.4595215646546528,0.46869130350361116,0.8353597245457648,0.8310855686294052,0.9383920665905818,0.9081447838854866,0.7364465856487606,0.807235560447526,0.9126167631778612,0.814000734352083,0.970467943185412,0.7312264777528651
46,0.677,0.6311588479238915,0.6420748355832966,0.5895269510879797,0.5604003642016507,0.4540767331695883,0.9306831621175436,0.84985630568265,0.9443586294258752,0.9042400774571222,0.7199461939613208,0.75540763876513,0.9033277292887799,0.8251333249976551,0.9666929845308138,0.7419040340515092
47,0.6030000000000001,0.5543958685566609,0.6580590182891259,0.5937929083272308,0.5936591688093394,0.4396237156711335,0.9569038698727133,0.7933037305218565,0.9289817239470507,0.9018919433464287,0.691912517337574,0.6905591858233698,0.8407045790419304,0.8154066803094123,0.9616754268341802,0.741318109100172
48,0.567,0.5327817541436739,0.675428405269544,0.6570460997750809,0.6407546659646619,0.46879746659048255,0.9635435713361385,0.777267806942519,0.9230516304988148,0.9126595950126603,0.6996474012391933,0.6526180497600573,0.7792071774793631,0.791060082715064,0.9579708781753465,0.7426766102707876
49,0.601,0.5591157898137183,0.6807232463386372,0.754358156789413,0.7118515790250238,0.5101015909843807,0.9575717669665254,0.8220855686294052,0.9259118173952864,0.9282141789364379,0.7336818256427912,0.6178248136478,0.7211987425841752,0.746389070235586,0.94376961185991,0.7465769594363142
50,0.66,0.5941937592819448,0.6914064955354788,0.8449054378596086,0.7632443985818208,0.5208885020776207,0.9675385405958511,0.8821933393674177,0.9385653168588167,0.9445787925674118,0.7455582497795051,0.5983887403659564,0.6819956381357282,0.7063905855518787,0.923349800793365,0.7489611982913661
